"Politician Id","First Name","Last Name","Electoral Term","State"
11003544,"Olav","Gutting","15","Baden-Württemberg"
11003544,"Olav","Gutting","16","Baden-Württemberg"
11003544,"Olav","Gutting","17","Baden-Württemberg"
11003544,"Olav","Gutting","18","Baden-Württemberg"
11003544,"Olav","Gutting","19","Baden-Württemberg"
11003545,"Bettina","Hagedorn","15","Schleswig-Holstein"
11003545,"Bettina","Hagedorn","16","Schleswig-Holstein"
11003545,"Bettina","Hagedorn","17","Schleswig-Holstein"
11003545,"Bettina","Hagedorn","18","Schleswig-Holstein"
11003545,"Bettina","Hagedorn","19","Schleswig-Holstein"
11003546,"Holger","Haibach","15","Hessen"
11003546,"Holger","Haibach","16","Hessen"
11003546,"Holger","Haibach","17","Hessen"
11003549,"Michael","Hartmann","15","Rheinland-Pfalz"
11003549,"Michael","Hartmann","16","Rheinland-Pfalz"
11003549,"Michael","Hartmann","17","Rheinland-Pfalz"
11003549,"Michael","Hartmann","18","Rheinland-Pfalz"
11003550,"Uda","Heller","15","Sachsen-Anhalt"
11003550,"Uda","Heller","16","Sachsen-Anhalt"
11003550,"Uda","Heller","18","Sachsen-Anhalt"
11003551,"Michael","Hennrich","15","Baden-Württemberg"
11003551,"Michael","Hennrich","16","Baden-Württemberg"
11003551,"Michael","Hennrich","17","Baden-Württemberg"
11003551,"Michael","Hennrich","18","Baden-Württemberg"
11003551,"Michael","Hennrich","19","Baden-Württemberg"
11003552,"Jürgen","Herrmann","15","Nordrhein-Westfalen"
11003552,"Jürgen","Herrmann","16","Nordrhein-Westfalen"
